_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
6.4091;305.8627903;38.40060824;305.8627903;38.40060824;1.54083058627931E+017;436527104;52;0.0213;0.0236;56026.49907407;8;29;        ;       ;       ;       ;16416;21.1771;0.1989;       ;       ;114992;20.5321;0.1046;20.9614;0.0681;115000;19.9284;0.025;20.1254;0.0826;115000;19.439;0.0873;19.4775;0.1948;115000
6.4105;305.82687078;38.43091258;305.82687078;38.43091258;1.54113058269308E+017;436363264;52;0.0611;0.0611;55589.74453704;3;6;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6843;0.1539;       ;       ;115000;20.7782;0.0332;21.2821;0.2609;115000;19.8055;0.1929;       ;       ;115000
6.4109;305.8067111;38.48108806;305.8067111;38.48108806;1.54173058067698E+017;503636096;60;0.004;0.0147;55810.08321759;5;64;21.7062;0.0617;21.6915;0.1134;16892216;18.2966;0.0124;18.3856;0.0277;115000;15.8354;0.0012;15.913;0.0037;115000;14.2282;0.003;14.2707;0.004;115000;13.1327;0.0066;13.1342;0.006;115000
6.4111;305.93332179;38.38041732;305.93332179;38.38041732;1.54053059333447E+017;436527104;52;0.0216;0.0253;55905.53439815;5;38;        ;       ;       ;       ;114720;21.26;0.0273;       ;       ;16892216;19.9499;0.0264;20.1037;0.0353;115000;19.2167;0.0193;19.3908;0.0369;115000;18.6694;0.0279;18.9196;0.0436;115000
6.4117;305.92584308;38.38098642;305.92584308;38.38098642;1.54053059258938E+017;436527104;52;0.0146;0.018;55913.84930556;4;27;        ;       ;       ;       ;16416;21.4745;0.0441;21.751;0.0694;115000;20.3495;0.0103;20.5549;0.0346;115000;19.5785;0.0502;19.8119;0.1257;115000;19.2283;0.0245;19.616;0.0277;115000
6.4119;305.98927254;38.38647014;305.98927254;38.38647014;1.54063059892634E+017;503635968;60;0.0041;0.0051;55826.43395833;10;53;18.7782;0.0064;18.8514;0.0098;115000;17.428;0.0047;17.4761;0.0083;115000;16.6922;0.0026;16.7118;0.0049;115000;16.1428;0.0047;16.1863;0.0045;115000;15.7338;0.0048;15.7782;0.0085;115000
6.4119;305.84366456;38.56035123;305.84366456;38.56035123;1.54273058437163E+017;436527104;52;0.1933;0.0855;55905.55391204;3;8;        ;       ;       ;       ;16416;21.7621;0.2235;21.6107;0.2181;20536;21.4201;0.0001;21.3783;0.0471;115256;20.8364;0.0393;21.2105;0.1915;115000;19.6193;0.068;       ;       ;115000
6.4121;305.87703233;38.3934535;305.87703233;38.3934535;1.54073058770763E+017;503635968;60;0.0071;0.0091;55891.87921296;10;61;18.985;       ;       ;       ;114724;21.2382;0.0474;21.3118;0.1651;115000;19.7853;0.0223;19.9817;0.0222;115000;18.8397;0.0154;19.0053;0.0271;115000;18.3193;0.0228;18.5311;0.0295;115000
6.4136;305.82454957;38.43386546;305.82454957;38.43386546;1.54123058245291E+017;503635968;60;0.0034;0.0122;55833.75146991;5;63;16.5661;0.0048;16.6222;0.0042;115000;15.0055;0.001;15.0255;0.0015;115000;14.082;0.0081;14.1213;0.0137;115000;13.4819;0.0021;13.5093;0.0031;115000;13.0553;0.0023;13.0756;0.0028;115000
6.4138;305.97651291;38.38337721;305.97651291;38.38337721;1.54063059765671E+017;436527104;52;0.0656;0.0916;55830.07954861;6;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4858;0.068;21.5939;0.1604;115000;20.6368;0.0657;20.7721;0.1312;115000;19.9783;0.1807;19.8729;0.2986;115000
6.4156;305.92737423;38.38077629;305.92737423;38.38077629;1.54053059273928E+017;503635968;60;0.0025;0.0082;55840.26532407;4;54;24.045;       ;       ;       ;16420;20.8979;0.0513;21.0108;0.0984;115000;18.8021;0.0086;18.9135;0.0183;115000;17.3692;0.0047;17.4714;0.0107;115000;16.3972;0.0067;16.5059;0.01;115000
6.416;305.82758444;38.54426667;305.82758444;38.54426667;1.54253058276214E+017;436527104;52;0.0173;0.0199;55845.27574074;4;41;        ;       ;       ;       ;16416;21.4639;0.0732;21.5058;0.2442;115000;20.6127;0.0363;20.8166;0.0741;115000;19.7894;0.0254;20.0603;0.095;115000;19.1662;0.0472;19.5768;0.2271;115000
6.4166;306.07795372;38.47039907;306.07795372;38.47039907;1.54163060779545E+017;503635968;60;0.0079;0.0079;55948.26930556;5;52;18.7212;0.0081;18.8491;0.0157;115000;17.4652;0.0041;17.543;0.0126;115000;16.8278;0.0043;16.9118;0.0091;115000;16.531;0.0019;16.6192;0.0054;115000;16.3652;0.0073;16.4953;0.0098;115000
6.4172;306.01750805;38.57667716;306.01750805;38.57667716;1.54293060175063E+017;503635968;60;0.0022;0.0071;55918.79126157;10;61;18.0789;0.0069;18.1936;0.0054;115000;16.7898;0.0046;16.8899;0.0052;115000;16.0769;0.0044;16.1593;0.003;115000;15.6552;0.0039;15.7236;0.0055;115000;15.352;0.0053;15.4211;0.0052;115000
6.4173;305.85705043;38.40388637;305.85705043;38.40388637;1.54083058571065E+017;512024576;61;0.0081;0.0103;56011.67456019;10;57;20.963;0.0236;20.8437;0.0681;16892216;19.1779;0.0242;19.032;0.024;16892216;18.3296;0.0066;18.0803;0.0207;16892216;17.6938;0.0128;17.5042;0.021;16892216;17.2731;0.0151;17.0709;0.028;16892216
6.4181;306.07837243;38.47244601;306.07837243;38.47244601;1.54163060782898E+017;436527104;52;0.089;0.0914;55791.02246528;3;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3448;0.1215;20.2177;0.0987;16892472;20.8099;0.0195;20.6437;0.1473;115000;19.5709;0.056;19.7323;0.0363;115000
6.4193;305.81918198;38.44175254;305.81918198;38.44175254;1.54133058192021E+017;503635968;60;0.0043;0.0047;55940.76333333;5;59;19.9952;0.0229;20.0994;0.0597;115000;18.1192;0.0118;18.2491;0.033;115000;17.0579;0.0063;17.1728;0.0082;115000;16.3675;0.0041;16.4814;0.0067;115000;15.9055;0.0043;16.0067;0.0119;115000
6.42;305.91654622;38.59197956;305.91654622;38.59197956;1.54313059165421E+017;503635968;60;0.0232;0.0254;55858.68032407;4;48;22.611;       ;       ;       ;16420;20.6596;0.0251;20.8572;0.0468;115000;18.958;0.0065;19.1045;0.0246;115000;17.8527;0.0124;17.9931;0.0157;115000;17.1291;0.0089;17.2713;0.0227;115000
6.42;305.85471009;38.40534493;305.85471009;38.40534493;1.54083058548397E+017;436527104;52;0.0259;0.0228;55963.55193287;6;33;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0072;0.0583;21.1969;0.15;115000;20.1329;0.0401;20.271;0.1704;115000;19.1252;0.0737;19.0701;0.1609;115000
6.4204;305.83459242;38.55224109;305.83459242;38.55224109;1.54263058346523E+017;503635968;60;0.0189;0.0196;55711.03664352;3;34;23.378;       ;       ;       ;16420;21.201;       ;       ;       ;16420;21.0206;0.0481;21.2117;0.117;115000;19.7782;0.0213;19.9473;0.0541;115000;19.0114;0.0435;19.1903;0.0955;115000
6.4222;306.07064915;38.44868601;306.07064915;38.44868601;1.54133060706189E+017;503635968;60;0.0554;0.0635;55339.60630787;4;29;21.232;       ;       ;       ;16420;21.8424;0.178;21.6495;0.2298;115000;20.9579;0.0324;20.6833;0.059;16892216;19.9787;0.0723;19.6589;0.1438;115000;19.2199;0.0412;18.9931;0.0801;115000
6.4231;305.89940096;38.58847445;305.89940096;38.58847445;1.54303058993967E+017;503635968;60;0.0027;0.0085;55972.49559028;5;68;14.8215;0.0032;14.8769;0.0025;115000;14.1687;0.0022;14.2185;0.0011;115000;13.9073;0.0082;13.9448;0.0043;115000;13.6897;0.0018;13.7379;0.0013;115000;13.5032;0.0023;13.5345;0.0035;115000
6.4233;305.80849172;38.5064546;305.80849172;38.5064546;1.54203058084418E+017;436527104;52;0.0284;0.0429;55749.66796296;3;18;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2178;0.0384;21.4047;0.1942;115000;20.1672;0.052;20.3321;0.0965;115000;19.6492;0.0427;19.997;0.0454;115000
6.4241;305.8186081;38.53159679;305.8186081;38.53159679;1.54233058186019E+017;503635968;60;0.0035;0.0058;55893.29256944;5;61;21.3684;0.049;21.4652;0.1208;115000;20.1056;0.0238;20.251;0.0596;115000;18.7455;0.0143;18.8684;0.0249;115000;18.1297;0.03;18.2716;0.0239;115000;17.8397;0.0155;18.0295;0.043;115000
6.4259;305.91378785;38.38237489;305.91378785;38.38237489;1.5405305913823E+017;436527104;52;0.0218;0.0273;55758.56024306;3;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.3786;0.029;20.3936;0.0485;115000;19.6251;0.0062;19.7018;0.1144;115000;19.0178;0.024;18.6448;0.1457;16892216
6.4264;306.0776375;38.50618887;306.0776375;38.50618887;1.54203060776618E+017;436281344;52;0.0471;0.0471;55648.58665509;2;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0886;0.0981;20.9388;0.1838;115000;20.1783;0.0883;20.3033;0.1445;16892216;       ;       ;       ;       ;16416
6.4264;306.07059973;38.52574861;306.07059973;38.52574861;1.54233060706822E+017;436281344;52;0.0175;0.0175;55609.80925926;3;7;        ;       ;       ;       ;16416;21.1998;0.145;       ;       ;118840;       ;       ;       ;       ;114720;18.5249;0.0233;18.6611;0.0417;16696;18.8821;0.1103;       ;       ;118840
6.4269;305.81746855;38.44442121;305.81746855;38.44442121;1.54133058174594E+017;436527104;52;0.0415;0.0469;55922.06347222;3;10;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3451;0.0888;21.3759;0.0944;115000;20.296;0.156;20.4505;0.0268;115000;19.8183;0.182;19.8945;0.3007;115000
6.427;306.03325003;38.56755594;306.03325003;38.56755594;1.54283060333032E+017;436527104;52;0.0992;0.0769;55760.02203704;3;13;        ;       ;       ;       ;16416;21.3321;0.3449;21.1618;0.2873;16793912;20.4827;0.0792;20.5801;0.1713;16696;19.5648;0.023;19.774;0.0658;115000;18.9037;0.0697;19.3201;0.102;16696
6.4273;305.8067845;38.47675815;305.8067845;38.47675815;1.54173058068423E+017;436527104;52;0.0329;0.0594;55837.63462963;4;25;        ;       ;       ;       ;16416;20.1401;0.0682;       ;       ;118832;21.0713;0.0222;21.2661;0.0596;115000;20.0883;0.0941;20.1895;0.0896;115000;19.4537;0.0572;19.4491;0.1869;115000
6.4286;305.8165987;38.4459531;305.8165987;38.4459531;1.54133058166326E+017;503635968;60;0.0088;0.0045;55934.58695602;4;52;23.02;       ;       ;       ;16420;20.3802;0.0627;20.4916;0.1462;115000;18.9298;0.0074;19.0333;0.0066;115000;17.9031;0.0046;17.9931;0.0151;115000;17.2004;0.0182;17.3626;0.0206;115000
6.4321;305.88578554;38.3896153;305.88578554;38.3896153;1.54063058858298E+017;503635968;60;0.0093;0.0049;55927.20052083;10;78;20.3161;0.0113;20.458;0.0278;115000;18.7237;0.009;18.8273;0.0155;115000;17.959;0.0044;18.0623;0.0127;115000;17.5105;0.0042;17.5662;0.0197;115000;17.2049;0.0077;17.317;0.0189;115000
6.4321;305.97807029;38.38337729;305.97807029;38.38337729;1.54063059780151E+017;503635968;60;0.0078;0.0376;55890.99755787;10;61;21.757;0.0475;21.7353;0.1386;115000;20.0743;0.0249;20.1072;0.0243;115000;19.1595;0.0106;19.2795;0.0267;115000;18.5909;0.0117;18.716;0.0265;115000;18.2035;0.015;18.3414;0.0447;115000
6.4328;306.04450072;38.55903403;306.04450072;38.55903403;1.54273060445082E+017;436281344;52;0.0838;0.0838;55639.03570602;6;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.7369;0.1728;       ;       ;115000;20.6712;0.1312;       ;       ;115000;19.9796;0.2759;       ;       ;118840
6.4332;305.85759724;38.4032023;305.85759724;38.4032023;1.54083058576064E+017;436527104;52;0.006;0.0072;56080.91;10;50;20.7743;0.0546;20.8904;0.1068;115000;19.3963;0.0151;19.6535;0.065;115000;18.5683;0.0053;18.6003;0.0258;115000;18.0863;0.0107;18.2107;0.0089;115000;17.7115;0.0187;17.8329;0.0649;115000
6.4344;305.92483655;38.38070805;305.92483655;38.38070805;1.54053059248288E+017;503635968;60;0.0095;0.0151;55846.04472222;4;54;26.103;       ;       ;       ;16420;21.0305;0.0392;21.3315;0.0653;115000;19.4736;0.0052;19.6259;0.0154;115000;18.4795;0.0126;18.5963;0.0174;115000;17.7232;0.0094;17.8598;0.0265;115000
6.4345;305.89845711;38.38559257;305.89845711;38.38559257;1.54063058984423E+017;503635968;60;0.0096;0.0082;55806.46372685;8;53;23.048;       ;       ;       ;16420;21.589;0.2348;21.372;0.2075;115000;19.9365;0.0102;20.0663;0.0531;115000;18.7937;0.0122;18.8813;0.0199;115000;17.9809;0.0173;18.0659;0.0324;115000
6.4347;305.83501985;38.42103855;305.83501985;38.42103855;1.54103058350146E+017;436527104;52;0.0276;0.0535;55793.6278588;4;30;        ;       ;       ;       ;16416;21.5328;0.2203;       ;       ;114992;20.8148;0.0471;20.6395;0.0197;115000;20.0422;0.0551;19.9999;0.0573;115000;19.5172;0.0589;19.5568;0.0654;115000
6.4364;305.94670779;38.59423391;305.94670779;38.59423391;1.54313059466514E+017;436527104;52;0.0296;0.0316;55775.6059838;3;15;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3306;0.1234;21.4961;0.0147;115000;20.219;0.042;20.539;0.2084;115000;19.2479;0.0309;18.8203;0.1752;115000
6.4366;305.80771501;38.50424137;305.80771501;38.50424137;1.54203058077336E+017;436527104;52;0.0313;0.0605;55756.49925926;4;34;        ;       ;       ;       ;16416;20.7083;0.0622;19.0939;0.0398;16892216;21.0904;0.1158;21.0013;0.1058;115000;20.2548;0.0517;20.1371;0.0818;115000;19.4876;0.0565;19.4352;0.1053;115000
6.4373;306.07104112;38.52535549;306.07104112;38.52535549;1.54233060710281E+017;512024576;61;0.0088;0.0104;55981.78384259;5;58;21.7553;0.0597;21.5499;0.1328;115000;19.72;0.0289;19.4523;0.0399;16892216;18.3763;0.0382;18.3855;0.0517;16892216;17.382;0.0057;17.2471;0.004;16892216;16.6719;0.0134;16.4532;0.0176;16892216
6.4373;305.87174748;38.57867406;305.87174748;38.57867406;1.54293058718275E+017;436527104;52;0.0272;0.029;55988.17695602;4;35;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.4906;0.0342;20.6283;0.0408;115000;19.5689;0.028;19.8101;0.0534;115000;18.8537;0.0463;18.9092;0.0968;115000
6.4377;305.89547067;38.58764882;305.89547067;38.58764882;1.54303058955226E+017;436527104;52;0.022;0.0256;56060.67478009;4;31;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.9819;0.0291;21.0293;0.0829;115000;20.1217;0.0565;20.2851;0.0701;115000;19.3329;0.0285;19.3166;0.1577;115000
6.4393;305.81529684;38.44800261;305.81529684;38.44800261;1.54133058153028E+017;436281344;52;0.0597;0.0597;55589.55538194;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.3531;0.053;20.1239;0.1507;115000;       ;       ;       ;       ;114720
6.4397;306.05484772;38.42496904;306.05484772;38.42496904;1.54113060548621E+017;436527104;52;0.0457;0.0531;55722.09274306;3;11;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4701;0.1298;21.6207;0.2873;115000;20.5659;0.1139;       ;       ;115000;19.8599;0.0591;19.9351;0.0652;115000
6.4405;306.051413;38.55278458;306.051413;38.55278458;1.54263060514424E+017;436527104;52;0.0201;0.0246;55839.16038194;8;29;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.837;0.0356;21.0962;0.0769;115000;20.0905;0.0339;20.3753;0.1628;115000;19.2044;0.0275;19.4071;0.0468;115000
6.4411;306.02359782;38.5738851;306.02359782;38.5738851;1.54283060235889E+017;503635968;60;0.0032;0.0058;55917.93614583;10;57;22.2198;0.0689;       ;       ;115000;20.1304;0.0092;20.3552;0.04;115000;18.8437;0.0192;18.973;0.0291;115000;18.1067;0.0077;18.2351;0.0159;115000;17.6017;0.0176;17.8284;0.0256;115000
6.4426;305.88647297;38.38917642;305.88647297;38.38917642;1.54063058864898E+017;436527104;52;0.0173;0.0233;55989.6581713;5;12;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.248;0.0475;20.3456;0.0343;115000;19.3521;0.0052;19.6191;0.0079;115000;18.8809;0.0173;19.1346;0.0279;16892216
6.4432;305.82142976;38.5368283;305.82142976;38.5368283;1.54243058213575E+017;436527104;52;0.032;0.0286;55881.60255787;4;41;        ;       ;       ;       ;16416;21.6699;0.1992;       ;       ;115000;20.3174;0.0323;20.5436;0.0419;115000;19.3744;0.02;19.5621;0.0235;115000;18.9126;0.0147;19.0716;0.0405;115000
6.4435;306.03239628;38.40556867;306.03239628;38.40556867;1.54083060323967E+017;436527104;52;0.008;0.0093;55857.21488426;16;33;        ;       ;       ;       ;16416;20.7622;0.0604;20.955;0.0217;115000;19.5371;0.0126;19.6736;0.0337;115000;18.7429;0.0161;18.9156;0.0469;115000;18.1885;0.0202;18.3474;0.0552;115000
6.444;305.88687781;38.58501754;305.88687781;38.58501754;1.54303058868693E+017;436363264;52;0.0853;0.0853;56179.78418981;2;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.896;0.1644;21.1071;0.2913;114992;19.6736;0.0913;19.7391;0.1675;115000
6.4458;306.04722747;38.41715119;306.04722747;38.41715119;1.54103060471301E+017;436527104;52;0.0407;0.0627;55798.7409838;6;19;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5588;0.1609;       ;       ;16892216;20.6154;0.1378;20.4262;0.2024;115000;19.6568;0.1105;19.8015;0.2223;115000
6.4463;305.90516553;38.38373019;305.90516553;38.38373019;1.54063059051551E+017;436527104;52;0.0101;0.0115;55830.14263889;8;49;        ;       ;       ;       ;16416;21.2334;0.063;21.1938;0.102;115000;20.1021;0.018;20.2027;0.0466;115000;19.3373;0.0277;19.4858;0.0568;115000;18.9048;0.0313;19.1009;0.0657;115000
6.4467;306.07466747;38.51744705;306.07466747;38.51744705;1.54223060747212E+017;512024576;61;0.0211;0.0271;55624.19038194;2;18;27.002;       ;       ;       ;16420;23.058;       ;       ;       ;16420;20.559;       ;       ;       ;16420;20.06;0.1126;19.9101;0.053;16892216;18.4871;0.0189;17.7767;0.0827;16892216
6.4469;305.83107151;38.54925697;305.83107151;38.54925697;1.5425305831209E+017;503635968;60;0.0239;0.0251;55586.69368056;3;26;28.214;       ;       ;       ;16420;24.27;       ;       ;       ;16420;21.77;       ;       ;       ;114724;20.2106;0.0625;20.3962;0.0501;115000;19.1296;0.0385;19.4765;0.0966;115000
6.4471;306.07691008;38.46343528;306.07691008;38.46343528;1.54153060769267E+017;503635968;60;0.0198;0.0178;55656.00619213;4;35;23.673;       ;       ;       ;16420;21.6059;0.1066;21.3831;0.1671;16892472;20.4897;0.0565;20.684;0.1011;115000;19.5727;0.042;19.6912;0.0845;115000;19.0181;0.0337;19.2376;0.059;115000
6.4471;306.00842082;38.39255385;306.00842082;38.39255385;1.54073060084562E+017;503635968;60;0.0086;0.029;55773.37862269;9;55;25.69;       ;       ;       ;16420;20.7102;0.0262;20.635;0.0726;115000;19.5925;0.0193;19.7958;0.0343;115000;18.8773;0.0169;19.0179;0.0298;115000;18.3279;0.0299;18.4534;0.0661;115000
6.4477;305.95911853;38.59371962;305.95911853;38.59371962;1.54313059591413E+017;436527104;52;0.0244;0.0224;55869.72149306;4;39;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.8776;0.0357;20.9989;0.0519;115000;20.0289;0.04;20.1167;0.0895;115000;19.6428;0.0343;19.8531;0.1606;115000
6.4478;305.81133539;38.51751943;305.81133539;38.51751943;1.54223058113832E+017;436527104;52;0.0218;0.0282;55881.01762731;3;29;        ;       ;       ;       ;16416;22.1061;0.2138;       ;       ;16696;21.1132;0.1496;       ;       ;115000;20.0985;0.0503;20.365;0.0636;115000;19.3111;0.0282;19.2196;0.2431;115000
6.4484;305.8285678;38.42766382;305.8285678;38.42766382;1.54113058285914E+017;503635968;60;0.0028;0.0086;55884.61671296;5;54;21.5174;0.0546;21.4292;0.0909;115000;19.8352;0.0142;20.0383;0.0551;115000;18.8549;0.0154;18.8642;0.0646;115000;18.1997;0.0043;18.3025;0.0196;115000;17.8041;0.0094;17.9681;0.0256;115000
6.4509;306.03358501;38.40621465;306.03358501;38.40621465;1.54083060336358E+017;436527104;52;0.0462;0.0437;55889.78821759;12;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2374;0.0416;21.231;0.0428;115000;20.3861;0.0701;20.2209;0.1624;115000;19.8428;0.1493;19.8451;0.2752;115000
6.4515;305.82173793;38.53758126;305.82173793;38.53758126;1.54243058217756E+017;436527104;52;0.0372;0.043;55783.68006944;3;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3867;0.0322;21.713;0.0232;115000;20.3448;0.1477;20.576;0.1167;115000;19.5545;0.046;20.068;0.0003;115000
6.4516;306.06723739;38.44118528;306.06723739;38.44118528;1.5413306067318E+017;436527232;52;0.0177;0.021;55972.30018519;4;34;        ;       ;       ;       ;16416;22.2493;0.1845;       ;       ;115000;20.8069;0.0515;21.0611;0.0665;115000;19.9344;0.0409;20.0102;0.038;115000;19.0664;0.0359;19.2339;0.0652;115000
6.4518;305.96933284;38.38146731;305.96933284;38.38146731;1.54053059693158E+017;503635968;60;0.0041;0.0065;55849.9840625;4;46;24.586;       ;       ;       ;16420;21.3818;0.1053;21.4916;0.0454;115000;19.2071;0.0127;19.3378;0.0458;115000;17.8787;0.0057;17.9925;0.0099;115000;16.9441;0.0121;17.0687;0.0243;115000
6.4526;305.87863583;38.58203038;305.87863583;38.58203038;1.54293058786249E+017;436281344;52;0.1032;0.1032;55765.44266204;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.7849;0.1803;21.3958;0.2587;115000;20.8837;0.1714;       ;       ;114992;19.9156;0.1833;       ;       ;115000
6.4527;306.07822057;38.46802924;306.07822057;38.46802924;1.54163060782192E+017;503635968;60;0.0106;0.0082;55922.59728009;5;49;21.8794;0.0706;21.1431;0.0439;16892216;20.1111;0.0408;20.12;0.0999;115000;18.8644;0.0075;19.0206;0.0195;115000;18.0326;0.0087;18.1575;0.0166;115000;17.4424;0.0117;17.607;0.0242;115000
6.4529;305.83953925;38.4162755;305.83953925;38.4162755;1.5410305839467E+017;436527104;52;0.1048;0.104;55602.74247685;1;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.3473;0.0229;20.3907;0.0093;115000;19.5236;0.0648;19.539;0.0568;16696
6.4531;306.05306771;38.55143031;306.05306771;38.55143031;1.54263060530582E+017;503636096;60;0.0089;0.0199;55852.6496875;8;46;19.864;       ;       ;       ;16420;20.9182;0.0672;21.0074;0.2413;115000;19.5395;0.0107;19.6715;0.0236;115000;18.6031;0.0247;18.7396;0.0246;115000;18.0104;0.0442;18.144;0.0913;115000
6.454;305.80755573;38.46889513;305.80755573;38.46889513;1.54163058076003E+017;503635968;60;0.022;0.0229;55731.29856481;3;29;26.725;       ;       ;       ;16420;23.336;       ;       ;       ;16420;21.7472;0.183;       ;       ;115000;20.147;0.0431;20.3559;0.0847;115000;19.1404;0.0649;19.2485;0.1177;115000
6.4541;306.03116853;38.40452218;306.03116853;38.40452218;1.54083060314806E+017;436527104;52;0.064;0.1138;55893.19851852;12;11;21.8851;0.2156;       ;       ;20536;       ;       ;       ;       ;16416;21.5378;0.1081;21.6696;0.2539;115000;20.4913;0.1276;20.1836;0.0621;16892216;19.8343;0.1601;       ;       ;115000
6.4546;306.079038;38.47177667;306.079038;38.47177667;1.54163060790447E+017;436527104;52;0.0162;0.0283;55836.9405787;4;36;        ;       ;       ;       ;16416;21.3464;0.1188;20.7896;0.1261;16892216;20.5061;0.0322;20.7986;0.0545;115000;19.6708;0.0177;19.8269;0.0437;115000;19.0604;0.0358;19.0909;0.1015;115000
6.4553;305.8143627;38.52497105;305.8143627;38.52497105;1.54233058143701E+017;503635968;60;0.0056;0.0157;55854.70586806;4;47;25.936;       ;       ;       ;16420;22.131;       ;       ;       ;114724;20.2264;0.03;20.408;0.0374;115000;18.5641;0.0222;18.7432;0.0226;115000;17.4599;0.0143;17.6422;0.0246;115000
6.4564;305.98571158;38.38472629;305.98571158;38.38472629;1.54063059856772E+017;436527104;52;0.0326;0.0355;55741.37603009;6;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3356;0.038;21.5513;0.2066;115000;20.4711;0.0972;20.6898;0.2136;115000;19.3779;0.0514;19.2912;0.1294;115000
6.4574;305.99873314;38.38862768;305.99873314;38.38862768;1.54063059987367E+017;436363264;52;0.0789;0.0789;55849.40458333;6;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.9027;0.2024;21.7733;0.0791;115000;20.9029;0.0094;       ;       ;115000;       ;       ;       ;       ;114720
6.4575;305.89221134;38.38699739;305.89221134;38.38699739;1.54063058922255E+017;436527104;52;0.0187;0.0114;55972.88471065;10;46;22.0089;0.0432;22.3808;0.0774;115000;20.2236;0.0369;20.492;0.0563;115000;19.3031;0.0104;19.4358;0.0343;115000;18.7148;0.0178;18.9471;0.0223;115000;18.2039;0.0615;18.4148;0.1377;115000
6.4588;306.00931647;38.39271505;306.00931647;38.39271505;1.54073060093602E+017;436281344;52;0.0519;0.0519;55702.80177083;6;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2332;0.0027;21.3592;0.0659;115256;20.3778;0.0932;20.8974;0.2294;114744;19.8988;0.1681;       ;       ;115000
6.4588;306.06071828;38.54271203;306.06071828;38.54271203;1.54253060607272E+017;503635968;60;0.0104;0.0097;55927.67959491;4;52;20.79;       ;       ;       ;16420;21.4299;0.0408;21.6301;0.1121;115000;19.703;0.0204;19.841;0.0221;115000;18.699;0.0226;18.8361;0.0449;115000;18.0741;0.0242;18.2769;0.0468;115000
6.4596;305.80775784;38.46747973;305.80775784;38.46747973;1.54163058077582E+017;436527104;52;0.0139;0.039;55927.24186343;5;49;        ;       ;       ;       ;114720;21.4904;0.0362;21.6618;0.164;115000;20.35;0.0261;20.5579;0.0434;115000;19.7274;0.0113;19.9057;0.0297;115000;19.3084;0.0302;19.4995;0.1151;115000
6.4603;305.93362517;38.37957941;305.93362517;38.37957941;1.54053059336356E+017;503635968;60;0.0076;0.0094;55706.77211806;3;40;24.642;       ;       ;       ;16420;       ;       ;       ;       ;16440;20.097;0.0215;20.2756;0.0677;115000;18.7192;0.0279;18.9273;0.047;115000;17.7556;0.0113;17.9797;0.0364;115000
6.4603;305.94462692;38.59466391;305.94462692;38.59466391;1.54313059446154E+017;503636096;60;0.0023;0.0114;55834.85269676;5;69;19.1785;0.0282;19.2371;0.0409;16892216;17.5318;0.0156;17.611;0.0177;115000;16.6056;0.0184;16.6253;0.016;115000;16.0293;0.0306;16.0467;0.034;115000;15.5689;0.0078;15.6157;0.0123;115000
6.4603;305.82975832;38.42592948;305.82975832;38.42592948;1.54113058299502E+017;436527104;52;0.0234;0.0269;55917.47413194;3;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0325;0.0854;21.0762;0.0522;115000;20.0242;0.1059;20.0028;0.0512;115000;19.2948;0.0362;19.284;0.0863;115000
